location,date,deliveries,receipts
SONAT,2001-11-23,-42244,0
SONAT,2001-11-24,0,0
SONAT,2001-11-25,0,0
SONAT,2001-11-26,0,0
SONAT,2001-11-27,0,0
SONAT,2001-11-28,-42533,0
SONAT,2001-11-29,0,0
SONAT,2001-11-30,0,0
SONAT,2001-12-01,-10,0
SONAT,2001-12-02,-10,0
SONAT,2001-12-03,-10,0
SONAT,2001-12-04,-9999,0
SONAT,2001-12-05,-61,0
SONAT,2001-12-06,-10000,0
SONAT,2001-12-07,-3941,0
SONAT,2001-12-08,-7684,0
SONAT,2001-12-09,-7684,0
SONAT,2001-12-10,-7684,0
SONAT,2001-12-11,-7684,0
SONAT,2001-12-12,0,0
SONAT,2001-12-13,-199,0
SONAT,2001-12-14,-19,0
SONAT,2001-12-15,-25000,0
SONAT,2001-12-16,-25000,0
SONAT,2001-12-17,-25000,0
SONAT,2001-12-18,-25000,0
SONAT,2001-12-19,-45,0
SONAT,2001-12-20,-26365,0
SONAT,2001-12-21,-49510,0
SONAT,2001-12-22,-68759,0
SONAT,2001-12-23,-68759,0
SONAT,2001-12-24,-68759,0
SONAT,2001-12-25,-68759,0
SONAT,2001-12-26,-68759,0
SONAT,2001-12-27,-68759,0
SONAT,2001-12-28,-68759,0
SONAT,2001-12-29,-22145,0
SONAT,2001-12-30,-22145,0
SONAT,2001-12-31,-22145,0
SONAT,2002-01-01,-22145,0
SONAT,2002-01-02,-51652,0
SONAT,2002-01-03,-79090,0
SONAT,2002-01-04,-79090,0
SONAT,2002-01-05,-85371,0
SONAT,2002-01-06,-85371,0
SONAT,2002-01-07,-85371,0
SONAT,2002-01-08,-85371,0
SONAT,2002-01-09,-64942,6003
SONAT,2002-01-10,-68818,6005
SONAT,2002-01-11,-1000,5909
SONAT,2002-01-12,-21613,0
SONAT,2002-01-13,-21613,0
SONAT,2002-01-14,-21613,0
SONAT,2002-01-15,-21613,0
SONAT,2002-01-16,-49030,9977
SONAT,2002-01-17,-5052,0
SONAT,2002-01-18,-10000,19970
SONAT,2002-01-19,-46030,0
SONAT,2002-01-20,-46030,0
SONAT,2002-01-21,-46030,0
SONAT,2002-01-22,-46030,0
SONAT,2002-01-23,-29030,899
SONAT,2002-01-24,-67858,0
SONAT,2002-01-25,-78925,0
SONAT,2002-01-26,-91623,0
SONAT,2002-01-27,-91623,0
SONAT,2002-01-28,-91623,0
SONAT,2002-01-29,-53013,0
SONAT,2002-01-30,-53013,0
SONAT,2002-01-31,-42041,87
SONAT,2002-02-01,-26313,0
SONAT,2002-02-02,-9764,5000
SONAT,2002-02-03,-9764,5000
SONAT,2002-02-04,-9764,5000
SONAT,2002-02-05,-9764,5000
TEXAS GAS,2001-09-01,-84487,0
TEXAS GAS,2001-09-02,-84487,0
TEXAS GAS,2001-09-03,-84487,0
TEXAS GAS,2001-09-04,-47428,0
TEXAS GAS,2001-09-05,-15201,0
TEXAS GAS,2001-09-06,-15201,0
TEXAS GAS,2001-09-07,-30201,0
TEXAS GAS,2001-09-08,-30201,0
TEXAS GAS,2001-09-09,-30201,0
TEXAS GAS,2001-09-10,-36257,0
TEXAS GAS,2001-09-11,-15201,0
TEXAS GAS,2001-09-12,-15201,0
TEXAS GAS,2001-09-13,-15201,0
TEXAS GAS,2001-09-14,-15201,0
TEXAS GAS,2001-09-15,-35201,0
TEXAS GAS,2001-09-16,-35201,0
TEXAS GAS,2001-09-17,-35201,0
TEXAS GAS,2001-09-18,-35201,0
TEXAS GAS,2001-09-19,-20201,0
TEXAS GAS,2001-09-20,-32883,0
TEXAS GAS,2001-09-21,-25201,0
TEXAS GAS,2001-09-22,-25201,0
TEXAS GAS,2001-09-23,-25201,0
TEXAS GAS,2001-09-24,-42638,0
TEXAS GAS,2001-09-25,-42638,0
TEXAS GAS,2001-09-26,-15201,0
TEXAS GAS,2001-09-27,-44020,0
TEXAS GAS,2001-09-28,-15202,0
TEXAS GAS,2001-09-29,-72319,0
TEXAS GAS,2001-09-30,-72319,0
TEXAS GAS,2001-10-01,-72319,0
TEXAS GAS,2001-10-02,-72319,0
TEXAS GAS,2001-10-03,-15201,0
TEXAS GAS,2001-10-04,-16245,0
TEXAS GAS,2001-10-05,-59309,0
TEXAS GAS,2001-10-06,-49982,0
TEXAS GAS,2001-10-07,-49982,0
TEXAS GAS,2001-10-08,-49982,0
TEXAS GAS,2001-10-09,-15201,0
TEXAS GAS,2001-10-10,-21056,0
TEXAS GAS,2001-10-11,-21608,0
TEXAS GAS,2001-10-12,-18201,0
TEXAS GAS,2001-10-13,-18201,0
TEXAS GAS,2001-10-14,-18201,0
TEXAS GAS,2001-10-15,-46554,0
TEXAS GAS,2001-10-16,-46554,0
TEXAS GAS,2001-10-17,-24317,0
TEXAS GAS,2001-10-18,-67371,0
TEXAS GAS,2001-10-19,-79354,0
TEXAS GAS,2001-10-20,-79354,0
TEXAS GAS,2001-10-21,-79354,0
TEXAS GAS,2001-10-22,-81055,0
TEXAS GAS,2001-10-23,-69317,0
TEXAS GAS,2001-10-24,-69317,0
TEXAS GAS,2001-10-25,-43360,0
TEXAS GAS,2001-10-26,-84219,0
TEXAS GAS,2001-10-27,-77372,0
TEXAS GAS,2001-10-28,-77372,0
TEXAS GAS,2001-10-29,-93733,0
TEXAS GAS,2001-10-30,-93733,0
TEXAS GAS,2001-10-31,-15740,0
TEXAS GAS,2001-11-01,-40204,0
TEXAS GAS,2001-11-02,-32115,0
TEXAS GAS,2001-11-03,-15223,0
TEXAS GAS,2001-11-04,-15223,0
TEXAS GAS,2001-11-05,-15223,0
TEXAS GAS,2001-11-06,-15223,0
TEXAS GAS,2001-11-07,-60174,0
TEXAS GAS,2001-11-08,-33363,0
TEXAS GAS,2001-11-09,-33363,0
TEXAS GAS,2001-11-10,-26714,0
TEXAS GAS,2001-11-11,-26714,0
TEXAS GAS,2001-11-12,-26714,0
TEXAS GAS,2001-11-13,-74987,0
TEXAS GAS,2001-11-14,-50176,0
TEXAS GAS,2001-11-15,-15201,0
TEXAS GAS,2001-11-16,-15201,0
TEXAS GAS,2001-11-17,-33723,0
TEXAS GAS,2001-11-18,-33723,0
TEXAS GAS,2001-11-19,-33723,0
TEXAS GAS,2001-11-20,-33723,0
TEXAS GAS,2001-11-21,-104448,0
TEXAS GAS,2001-11-22,-37721,0
TEXAS GAS,2001-11-23,-37721,0
TEXAS GAS,2001-11-24,-68171,0
TEXAS GAS,2001-11-25,-68171,0
TEXAS GAS,2001-11-26,-68171,0
TEXAS GAS,2001-11-27,-68171,0
TEXAS GAS,2001-11-28,-59270,0
TEXAS GAS,2001-11-29,-18888,0
TEXAS GAS,2001-11-30,-18888,0
TEXAS GAS,2001-12-01,-72290,0
TEXAS GAS,2001-12-02,-72290,0
TEXAS GAS,2001-12-03,-72290,0
TEXAS GAS,2001-12-04,-17360,0
TEXAS GAS,2001-12-05,-7715,0
TEXAS GAS,2001-12-06,-179279,0
TEXAS GAS,2001-12-07,-94715,0
TEXAS GAS,2001-12-08,-168975,0
TEXAS GAS,2001-12-09,-168975,0
TEXAS GAS,2001-12-10,-168975,0
TEXAS GAS,2001-12-11,-168975,0
TEXAS GAS,2001-12-12,-74543,0
TEXAS GAS,2001-12-13,-28212,0
TEXAS GAS,2001-12-14,-21815,0
TEXAS GAS,2001-12-15,-16068,0
TEXAS GAS,2001-12-16,-16068,0
TEXAS GAS,2001-12-17,-16068,0
TEXAS GAS,2001-12-18,-16068,0
TEXAS GAS,2001-12-19,-36000,0
TEXAS GAS,2001-12-20,-28800,0
TEXAS GAS,2001-12-21,-25076,0
TEXAS GAS,2001-12-22,-16029,0
TEXAS GAS,2001-12-23,-16029,0
TEXAS GAS,2001-12-24,-16029,0
TEXAS GAS,2001-12-25,-16029,0
TEXAS GAS,2001-12-26,-16029,0
TEXAS GAS,2001-12-27,-16029,0
TEXAS GAS,2001-12-28,-16029,0
TEXAS GAS,2001-12-29,-46000,0
TEXAS GAS,2001-12-30,-46000,0
TEXAS GAS,2001-12-31,-46000,0
TEXAS GAS,2002-01-01,-46000,0
TEXAS GAS,2002-01-02,-111648,0
TEXAS GAS,2002-01-03,-25000,0
TEXAS GAS,2002-01-04,-25000,0
TEXAS GAS,2002-01-05,-58221,0
TEXAS GAS,2002-01-06,-58221,0
TEXAS GAS,2002-01-07,-58221,0
TEXAS GAS,2002-01-08,-58221,0
TEXAS GAS,2002-01-09,-21251,0
TEXAS GAS,2002-01-10,-21037,0
TEXAS GAS,2002-01-11,-44433,0
TEXAS GAS,2002-01-12,-22572,0
TEXAS GAS,2002-01-13,-22572,0
TEXAS GAS,2002-01-14,-22572,0
TEXAS GAS,2002-01-15,-22572,0
TEXAS GAS,2002-01-16,-31040,0
TEXAS GAS,2002-01-17,-16136,0
TEXAS GAS,2002-01-18,-24015,0
TEXAS GAS,2002-01-19,-53938,0
TEXAS GAS,2002-01-20,-53938,0
TEXAS GAS,2002-01-21,-53938,0
TEXAS GAS,2002-01-22,-53938,0
TEXAS GAS,2002-01-23,-167725,0
TEXAS GAS,2002-01-24,-16051,0
TEXAS GAS,2002-01-25,-58394,0
TEXAS GAS,2002-01-26,-37415,0
TEXAS GAS,2002-01-27,-37415,0
TEXAS GAS,2002-01-28,-37415,0
TEXAS GAS,2002-01-29,-46308,0
TEXAS GAS,2002-01-30,-46308,0
TEXAS GAS,2002-01-31,-43592,0
TEXAS GAS,2002-02-01,-139742,0
TEXAS GAS,2002-02-02,-43878,0
TEXAS GAS,2002-02-03,-43878,0
TEXAS GAS,2002-02-04,-43878,0
TEXAS GAS,2002-02-05,-43878,0
TRANSCO,2001-09-01,0,0
TRANSCO,2001-09-02,0,0
TRANSCO,2001-09-03,0,0
TRANSCO,2001-09-04,0,0
TRANSCO,2001-09-05,0,0
TRANSCO,2001-09-06,0,0
TRANSCO,2001-09-07,0,0
TRANSCO,2001-09-08,0,0
TRANSCO,2001-09-09,0,0
TRANSCO,2001-09-10,0,0
TRANSCO,2001-09-11,0,0
TRANSCO,2001-09-12,0,0
TRANSCO,2001-09-13,0,0
TRANSCO,2001-09-14,0,0
TRANSCO,2001-09-15,0,0
TRANSCO,2001-09-16,0,0
TRANSCO,2001-09-17,0,0
TRANSCO,2001-09-18,0,0
TRANSCO,2001-09-19,0,0
TRANSCO,2001-09-20,0,0
TRANSCO,2001-09-21,0,0
TRANSCO,2001-09-22,0,0
TRANSCO,2001-09-23,0,0
TRANSCO,2001-09-24,0,0
TRANSCO,2001-09-25,0,0
TRANSCO,2001-09-26,0,0
TRANSCO,2001-09-27,0,0
TRANSCO,2001-09-28,-1,0
TRANSCO,2001-09-29,0,0
TRANSCO,2001-09-30,0,0
TRANSCO,2001-10-01,0,0
TRANSCO,2001-10-02,0,0
TRANSCO,2001-10-03,0,0
TRANSCO,2001-10-04,0,0
TRANSCO,2001-10-05,0,0
TRANSCO,2001-10-06,0,0
TRANSCO,2001-10-07,0,0
TRANSCO,2001-10-08,0,0
TRANSCO,2001-10-09,0,0
TRANSCO,2001-10-10,0,0
TRANSCO,2001-10-11,0,0
TRANSCO,2001-10-12,0,0
TRANSCO,2001-10-13,0,0
TRANSCO,2001-10-14,0,0
TRANSCO,2001-10-15,0,0
TRANSCO,2001-10-16,0,0
TRANSCO,2001-10-17,0,0
TRANSCO,2001-10-18,0,0
TRANSCO,2001-10-19,0,0
TRANSCO,2001-10-20,0,0
TRANSCO,2001-10-21,0,0
TRANSCO,2001-10-22,0,0
TRANSCO,2001-10-23,0,0
TRANSCO,2001-10-24,0,0
TRANSCO,2001-10-25,0,0
TRANSCO,2001-10-26,0,0
TRANSCO,2001-10-27,0,0
TRANSCO,2001-10-28,0,0
TRANSCO,2001-10-29,0,0
TRANSCO,2001-10-30,0,0
TRANSCO,2001-10-31,0,0
TRANSCO,2001-11-01,0,0
TRANSCO,2001-11-02,0,0
TRANSCO,2001-11-03,0,0
TRANSCO,2001-11-04,0,0
TRANSCO,2001-11-05,0,0
TRANSCO,2001-11-06,0,0
TRANSCO,2001-11-07,0,0
TRANSCO,2001-11-08,0,0
TRANSCO,2001-11-09,0,0
TRANSCO,2001-11-10,0,0
TRANSCO,2001-11-11,0,0
TRANSCO,2001-11-12,0,0
TRANSCO,2001-11-13,0,0
TRANSCO,2001-11-14,0,0
TRANSCO,2001-11-15,0,0
TRANSCO,2001-11-16,0,0
TRANSCO,2001-11-17,0,0
TRANSCO,2001-11-18,0,0
TRANSCO,2001-11-19,0,0
TRANSCO,2001-11-20,0,0
TRANSCO,2001-11-21,0,0
TRANSCO,2001-11-22,0,0
TRANSCO,2001-11-23,0,0
TRANSCO,2001-11-24,0,0
TRANSCO,2001-11-25,0,0
TRANSCO,2001-11-26,0,0
TRANSCO,2001-11-27,0,0
TRANSCO,2001-11-28,0,0
TRANSCO,2001-11-29,0,0
TRANSCO,2001-11-30,0,0
TRANSCO,2001-12-01,0,0
TRANSCO,2001-12-02,0,0
TRANSCO,2001-12-03,0,0
TRANSCO,2001-12-04,0,0
TRANSCO,2001-12-05,0,0
TRANSCO,2001-12-06,0,0
TRANSCO,2001-12-07,0,0
TRANSCO,2001-12-08,0,0
TRANSCO,2001-12-09,0,0
TRANSCO,2001-12-10,0,0
TRANSCO,2001-12-11,0,0
TRANSCO,2001-12-12,0,0
TRANSCO,2001-12-13,0,0
TRANSCO,2001-12-14,0,0
TRANSCO,2001-12-15,0,0
TRANSCO,2001-12-16,0,0
TRANSCO,2001-12-17,0,0
TRANSCO,2001-12-18,0,0
TRANSCO,2001-12-19,0,0
TRANSCO,2001-12-20,0,0
TRANSCO,2001-12-21,0,0
TRANSCO,2001-12-22,0,0
TRANSCO,2001-12-23,0,0
TRANSCO,2001-12-24,0,0
TRANSCO,2001-12-25,0,0
TRANSCO,2001-12-26,0,0
TRANSCO,2001-12-27,0,0
TRANSCO,2001-12-28,0,0
TRANSCO,2001-12-29,0,0
TRANSCO,2001-12-30,0,0
TRANSCO,2001-12-31,0,0
TRANSCO,2002-01-01,0,0
TRANSCO,2002-01-02,0,0
TRANSCO,2002-01-03,0,0
TRANSCO,2002-01-04,0,0
TRANSCO,2002-01-05,0,0
TRANSCO,2002-01-06,0,0
TRANSCO,2002-01-07,0,0
TRANSCO,2002-01-08,0,0
TRANSCO,2002-01-09,0,0
TRANSCO,2002-01-10,0,0
TRANSCO,2002-01-11,0,0
TRANSCO,2002-01-12,0,0
TRANSCO,2002-01-13,0,0
TRANSCO,2002-01-14,0,0
TRANSCO,2002-01-15,0,0
TRANSCO,2002-01-16,0,0
TRANSCO,2002-01-17,0,0
TRANSCO,2002-01-18,0,0
TRANSCO,2002-01-19,0,0
TRANSCO,2002-01-20,0,0
TRANSCO,2002-01-21,0,0
TRANSCO,2002-01-22,0,0
TRANSCO,2002-01-23,0,0
TRANSCO,2002-01-24,0,0
TRANSCO,2002-01-25,0,0
TRANSCO,2002-01-26,0,0
TRANSCO,2002-01-27,0,0
TRANSCO,2002-01-28,0,0
TRANSCO,2002-01-29,0,0
TRANSCO,2002-01-30,0,0
TRANSCO,2002-01-31,0,0
TRANSCO,2002-02-01,0,0
TRANSCO,2002-02-02,0,0
TRANSCO,2002-02-03,0,0
TRANSCO,2002-02-04,0,0
TRANSCO,2002-02-05,0,0
TRUNKLINE,2001-09-01,-9,50000
TRUNKLINE,2001-09-02,-9,50000
TRUNKLINE,2001-09-03,-9,50000
TRUNKLINE,2001-09-04,-500,22000
TRUNKLINE,2001-09-05,0,22000
TRUNKLINE,2001-09-06,0,22000
TRUNKLINE,2001-09-07,0,22000
TRUNKLINE,2001-09-08,0,22000
TRUNKLINE,2001-09-09,0,22000
TRUNKLINE,2001-09-10,0,51730
TRUNKLINE,2001-09-11,0,22000
TRUNKLINE,2001-09-12,0,22000
TRUNKLINE,2001-09-13,0,22000
TRUNKLINE,2001-09-14,-20000,22000
TRUNKLINE,2001-09-15,-2400,22000
TRUNKLINE,2001-09-16,-2400,22000
TRUNKLINE,2001-09-17,-2400,22000
TRUNKLINE,2001-09-18,-2400,22000
TRUNKLINE,2001-09-19,-14968,22000
TRUNKLINE,2001-09-20,0,22000
TRUNKLINE,2001-09-21,0,22000
TRUNKLINE,2001-09-22,0,22000
TRUNKLINE,2001-09-23,0,22000
TRUNKLINE,2001-09-24,0,22000
TRUNKLINE,2001-09-25,0,22000
TRUNKLINE,2001-09-26,0,22000
TRUNKLINE,2001-09-27,0,22000
TRUNKLINE,2001-09-28,-5000,22000
TRUNKLINE,2001-09-29,-1079,22000
TRUNKLINE,2001-09-30,-1079,22000
TRUNKLINE,2001-10-01,-1079,22000
TRUNKLINE,2001-10-02,-1079,22000
TRUNKLINE,2001-10-03,0,7096
TRUNKLINE,2001-10-04,0,17096
TRUNKLINE,2001-10-05,0,7096
TRUNKLINE,2001-10-06,-6000,7096
TRUNKLINE,2001-10-07,-6000,7096
TRUNKLINE,2001-10-08,-6000,7096
TRUNKLINE,2001-10-09,0,7096
TRUNKLINE,2001-10-10,0,7096
TRUNKLINE,2001-10-11,0,7096
TRUNKLINE,2001-10-12,0,7096
TRUNKLINE,2001-10-13,0,7096
TRUNKLINE,2001-10-14,0,7096
TRUNKLINE,2001-10-15,-24100,7096
TRUNKLINE,2001-10-16,-24100,7096
TRUNKLINE,2001-10-17,0,8971
TRUNKLINE,2001-10-18,0,18142
TRUNKLINE,2001-10-19,0,8971
TRUNKLINE,2001-10-20,0,8971
TRUNKLINE,2001-10-21,0,8971
TRUNKLINE,2001-10-22,-20867,8971
TRUNKLINE,2001-10-23,-8,8971
TRUNKLINE,2001-10-24,-8,8971
TRUNKLINE,2001-10-25,-23580,8971
TRUNKLINE,2001-10-26,-75000,8971
TRUNKLINE,2001-10-27,-7800,8971
TRUNKLINE,2001-10-28,-7800,8971
TRUNKLINE,2001-10-29,0,20223
TRUNKLINE,2001-10-30,0,20223
TRUNKLINE,2001-10-31,0,20222
TRUNKLINE,2001-11-01,0,26550
TRUNKLINE,2001-11-02,0,55558
TRUNKLINE,2001-11-03,0,22839
TRUNKLINE,2001-11-04,0,22839
TRUNKLINE,2001-11-05,0,22839
TRUNKLINE,2001-11-06,0,22839
TRUNKLINE,2001-11-07,0,21333
TRUNKLINE,2001-11-08,0,21333
TRUNKLINE,2001-11-09,0,21333
TRUNKLINE,2001-11-10,0,21333
TRUNKLINE,2001-11-11,0,21333
TRUNKLINE,2001-11-12,0,21333
TRUNKLINE,2001-11-13,0,21333
TRUNKLINE,2001-11-14,0,21333
TRUNKLINE,2001-11-15,-63,31333
TRUNKLINE,2001-11-16,-63,31333
TRUNKLINE,2001-11-17,0,31333
TRUNKLINE,2001-11-18,0,31333
TRUNKLINE,2001-11-19,0,31333
TRUNKLINE,2001-11-20,0,31333
TRUNKLINE,2001-11-21,-12,31333
TRUNKLINE,2001-11-22,0,31656
TRUNKLINE,2001-11-23,0,31656
TRUNKLINE,2001-11-24,-5400,31369
TRUNKLINE,2001-11-25,-5400,31369
TRUNKLINE,2001-11-26,-5400,31369
TRUNKLINE,2001-11-27,-5400,31369
TRUNKLINE,2001-11-28,-23412,31333
TRUNKLINE,2001-11-29,-10000,21333
TRUNKLINE,2001-11-30,-10000,21333
TRUNKLINE,2001-12-01,-14463,21343
TRUNKLINE,2001-12-02,-14463,21343
TRUNKLINE,2001-12-03,-14463,21343
TRUNKLINE,2001-12-04,-36702,0
TRUNKLINE,2001-12-05,0,0
TRUNKLINE,2001-12-06,0,0
TRUNKLINE,2001-12-07,-8498,0
TRUNKLINE,2001-12-08,-7998,0
TRUNKLINE,2001-12-09,-7998,0
TRUNKLINE,2001-12-10,-7998,0
TRUNKLINE,2001-12-11,-7998,0
TRUNKLINE,2001-12-12,0,0
TRUNKLINE,2001-12-13,0,0
TRUNKLINE,2001-12-14,-12000,15000
TRUNKLINE,2001-12-15,-55,0
TRUNKLINE,2001-12-16,-55,0
TRUNKLINE,2001-12-17,-55,0
TRUNKLINE,2001-12-18,-55,0
TRUNKLINE,2001-12-19,0,0
TRUNKLINE,2001-12-20,-55,0
TRUNKLINE,2001-12-21,0,0
TRUNKLINE,2001-12-22,0,11722
TRUNKLINE,2001-12-23,0,11722
TRUNKLINE,2001-12-24,0,11722
TRUNKLINE,2001-12-25,0,11722
TRUNKLINE,2001-12-26,0,11722
TRUNKLINE,2001-12-27,0,11722
TRUNKLINE,2001-12-28,0,11722
TRUNKLINE,2001-12-29,0,0
TRUNKLINE,2001-12-30,0,0
TRUNKLINE,2001-12-31,0,0
TRUNKLINE,2002-01-01,0,0
TRUNKLINE,2002-01-02,-4872,0
TRUNKLINE,2002-01-03,0,0
TRUNKLINE,2002-01-04,0,0
TRUNKLINE,2002-01-05,-55,0
TRUNKLINE,2002-01-06,-55,0
TRUNKLINE,2002-01-07,-55,0
TRUNKLINE,2002-01-08,-55,0
TRUNKLINE,2002-01-09,0,0
TRUNKLINE,2002-01-10,-55,0
TRUNKLINE,2002-01-11,-55,18000
TRUNKLINE,2002-01-12,-6055,0
TRUNKLINE,2002-01-13,-6055,0
TRUNKLINE,2002-01-14,-6055,0
TRUNKLINE,2002-01-15,-6055,0
TRUNKLINE,2002-01-16,0,10000
TRUNKLINE,2002-01-17,0,34000
TRUNKLINE,2002-01-18,0,12000
TRUNKLINE,2002-01-19,-55,11500
TRUNKLINE,2002-01-20,-55,11500
TRUNKLINE,2002-01-21,-55,11500
TRUNKLINE,2002-01-22,-55,11500
TRUNKLINE,2002-01-23,-55,39101
TRUNKLINE,2002-01-24,0,35600
TRUNKLINE,2002-01-25,0,0
TRUNKLINE,2002-01-26,0,0
TRUNKLINE,2002-01-27,0,0
TRUNKLINE,2002-01-28,0,0
TRUNKLINE,2002-01-29,0,0
TRUNKLINE,2002-01-30,0,0
TRUNKLINE,2002-01-31,-6255,0
TRUNKLINE,2002-02-01,0,0
TRUNKLINE,2002-02-02,-55,0
TRUNKLINE,2002-02-03,-55,0
TRUNKLINE,2002-02-04,-55,0
TRUNKLINE,2002-02-05,-55,0
